"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Negative feedback from users: Hide all","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
1370078065141238,100064171711579,"Impact Networking","International Women’s Day may have been yesterday, but we should be recognizing the women who lead and uplift every day.

Our Women at Impact ERG members shared the women who’ve inspired them most and why. 

If you’re looking for a workplace where you can grow and be supported, see what that looks like at https://hubs.ly/Q045V2B80",,0,"03/09/2026 08:30",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02q58BYraAbd4c5EG691ZRi4gFzbnZyrksny2BiMJJXnFSBwytkTYGbcpNTYcPzzJml,0,0,Photos,,,,,Lifetime,4389,1688,121,105,10,6,579,159,419,1,,,,,,
1367793355369709,100064171711579,"Impact Networking","Happy Employee Appreciation Day!

Our employees are the backbone of our organization, and we’re grateful for the energy and expertise you bring to work every day. 

Thank you for showing up for our clients and for each other. ❤️",,0,"03/06/2026 08:01",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02JRqcMQNnUKtM8A2bHyNJTEhKU4cb1EVt1nWyGMst2Fff6yNz7mmoptQadEn9EwM1l,0,0,Photos,,,,,Lifetime,2121,1028,56,52,1,3,259,71,188,,,,,,,
1367073898774988,100064171711579,"Impact Networking","With one click, a normal workday turns into a chaotic scramble. You might think it won't happen to you. But 73% of US adults have experienced an online scam or attack, according to Pew Research Center. Stop hackers before they've done damage at https://w","With one click, a normal workday turns into a chaotic scramble. 

You might think it won't happen to you. But 73% of US adults have experienced an online scam or attack, according to Pew Research Center. 

Stop hackers before they've done damage at https://bit.ly/40dX2MT",48,"03/05/2026 09:13",N/A,https://www.facebook.com/reel/1281578037193121/,0,0,Videos,,,,,Lifetime,171,162,3,3,0,0,4,4,,,,1197.048,7.823,0,0,0
1366354018846976,100064171711579,"Impact Networking","Monday was National Old Stuff Day, and that includes your legacy systems. 

So, what should you be considering when upgrading legacy systems? 

Upgrade your systems faster and easier at https://bit.ly/3N0cw40",,0,"03/04/2026 09:30",N/A,https://www.facebook.com/impactmybiz/posts/pfbid0332PaA9zQ3jXqswvoEpvF8UMYC4PpEZ9E5a7tXD12Au88HhENU5TmRSswmXEEgSsvl,0,0,Photos,,,,,Lifetime,125,95,0,0,0,0,0,,,,,,,,,
1365770458905332,100064171711579,"Impact Networking","Calling all walkers and runners!
 
Join Marsell Wellness Center for a 5k honoring veterans and helping connect them (and their families) to mental health support, wellness resources, and community services.
 
Your participation helps directly support veterans through housing support, job readiness programs, and clinical care.
 
We're proud to support Marsell Wellness, the care they show for the community they serve, and everything they've built for veterans and their families.
 
Every registration helps fund housing support, job readiness, and clinical services.",,0,"03/03/2026 16:02",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02LwCQs9vp8V28gc4vs5xgizaQ6oGjd5yjF5pxe9LqNwtf3h1oGYVJJP1Ceehy9Ajml,0,0,Photos,,,,,Lifetime,157,107,2,1,0,1,1,1,,,,,,,,
1361304456018599,100064171711579,"Impact Networking","We wanted to close out Black History Month by asking members of our BIPOC employee resource group (ERG) who in their life inspires them.
 
Here are a few of the people who shaped them. Thank you to our ERG members for sharing their inspiring strength, leadership, and everyday example.
 
As February ends, our commitment to learning, listening, and building a workplace where everyone belongs continues.
 
See how Impact celebrates diversity and inclusion at https://hubs.ly/Q044QWm10
 
Who inspires you? Let us know in the comments. 👇
 
#BlackHistoryMonth #BIPOC #InspirationalQuotes",,0,"02/26/2026 08:00",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02MxVsjCkSEeiH7N19HVCLD9imBFLPzNspN59PbxDbwpKPBNYJVL1q6VmiJpyeV2THl,0,0,Photos,,,,,Lifetime,110,87,1,1,0,0,2,1,1,,,,,,,
1359525552863156,100064171711579,"Impact Networking","There's always one of those days where you have a ""slow head turn"" moment. Processes change. Tools get added. Responsibilities shift. And suddenly, work feels harder than it needs to be. When systems don’t evolve together, teams end up spending more tim","There's always one of those days where you have a ""slow head turn"" moment.

Processes change. Tools get added. Responsibilities shift. And suddenly, work feels harder than it needs to be. When systems don’t evolve together, teams end up spending more time reacting than moving forward.

With AI being the next big thing thrown at teams this year, visit https://hubs.ly/Q044klKT0 to see how to make it actually work.",11,"02/24/2026 07:30",N/A,https://www.facebook.com/impactmybiz/videos/1237880554974527/,0,0,Videos,,,,,Lifetime,145,115,2,2,0,0,3,3,,,,612.224,5.37,0,0,0
1358701949612183,100064171711579,"Impact Networking","Our Culver City crew chose Pilates at The Studio (MDR) for Friday fun… and yes, we’re counting it as team building. 😉💪
 
FUN is a core value here, because life’s too short to be boring.
 
See a few of our open sales positions in SoCal at https://hubs.ly/Q044dbGJ0

#TeamBonding #MakeAnImpact #SalesJobs #OpenToWork",,0,"02/23/2026 08:29",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02WKpzurnsuegPkN1PpwRnHQKtHrSD3GEg3yKEiNb8Nhv8mbvHs3SLwpWT7rq4GUWzl,0,0,Photos,,,,,Lifetime,545,331,6,5,1,0,58,15,43,,,,,,,
1355234839958894,100064171711579,"Impact Networking","That's a nice view! 😎 The magic happens in spaces built for clarity, curiosity, and collaboration. Like this one! Curious what it's like to work in this office? Visit https://www.impactmybiz.com/careers/ #MSP #OfficeLife #OfficeTour","That's a nice view! 😎

The magic happens in spaces built for clarity, curiosity, and collaboration. Like this one!

Curious what it's like to work in this office? Visit https://hubs.ly/Q043JT0N0

#MSP #OfficeLife #OfficeTour",29,"02/19/2026 07:30",N/A,https://www.facebook.com/impactmybiz/videos/838602132569654/,0,0,Videos,,,,,Lifetime,671,348,21,19,1,1,25,24,,1,,5485.502,10.408,0,0,0
1354327003383011,100064171711579,"Impact Networking","Today's the day!

Join our AI experts—Anna DeGiulio, Senior AI Product Manager, and Mike Noonan, Principal AI Consultant—for an honest conversation about the moment organizations stop viewing AI as a productivity shortcut and start using it as a source of real insight and better decision-making.

You’ll hear practical insights from those in the field and get a chance to reflect on where your organization stands with AI.

Live TODAY at 11 AM CT. Grab your spot at https://hubs.ly/Q0427GzX0

#AIWebinar #AI #AITips",,0,"02/18/2026 07:00",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02FRKc4mx2n32KQdf7o4vh8xvCLfzn8EuLLDmb9aKiyejbBPazRnvJSXdrRL1rKqSVl,0,0,Photos,,,,,Lifetime,91,73,2,2,0,0,0,,,,,,,,,
1353563516792693,100064171711579,"Impact Networking","Not everything in business tech needs to be complicated to be effective.

When systems work together and make sense to the people using them, things tend to run a lot smoother. 

That's our cup of tea. 🫖

If you're interested, check out additional information here: https://hubs.ly/Q0432QM40",,0,"02/17/2026 09:30",N/A,https://www.facebook.com/impactmybiz/posts/pfbid0VVT3EXyyuzBH6sSjMEKLwcs6CjH2g5HuPpvnjs4GfKbe3BqNACM4v6ErF1idbLTdl,0,0,Photos,,,,,Lifetime,118,86,1,1,0,0,0,,,,,,,,,
1349086393907072,100064171711579,"Impact Networking","We believe the best relationships are built on clarity, trust, and good connections. 💘

See what makes things click at https://bit.ly/46mV6VM

#ValentinesDay",,0,"02/12/2026 08:51",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02wNYNQyv4vJFyVQuNRcsmUaB6Qt72W8UkhBP5RsBBQTJgRTvxz3hu7PUnKVqPq52El,0,0,Photos,,,,,Lifetime,95,71,0,0,0,0,0,,,,,,,,,
1348485650633813,100064171711579,"Impact Networking","Is your team really leveraging AI to its full potential? 

Join Anna DeGiulio and Mike Noonan for a live webinar on Wednesday, Feb 18 at 11am CT to discover how AI can drive smarter business decisions. 

Register now: https://hubs.ly/Q042N8300. 

#AIWebinar #AI #BusinessGrowth #TechStrategy",,0,"02/11/2026 15:17",N/A,https://www.facebook.com/impactmybiz/posts/pfbid0yz1vQ4zYAS73MNL9w3nUsrnPpzmrvxf8SjRgvZSRsTATgwSzuVrcXw7jdNp4rn58l,0,0,Photos,,,,,Lifetime,111,71,0,0,0,0,2,2,,,,,,,,
1347377050744673,100064171711579,"Impact Networking","Cybersecurity usually isn’t ignored.

It just doesn’t always rise to the top when everything else feels more immediate.

As teams grow, systems stack up, and responsibilities shift, risk exposure can increase quietly... often without clear visibility. Small gaps don’t always look urgent at the moment, but they tend to compound over time.

If this feels like a familiar story, read more at https://bit.ly/3M7pfld",,0,"02/10/2026 08:49",N/A,https://www.facebook.com/impactmybiz/posts/pfbid0VFoEwy142VndutqWVUnyBs779bCsnDDXaoYEdCUy4KMYaLwJonWG7S6QeNSXUmYil,0,0,Photos,,,,,Lifetime,307,190,4,3,0,1,0,,,,1,,,,,
1342952157853829,100064171711579,"Impact Networking","The Big Game is the single largest advertising day of the year.

Brands spend months planning for this moment, and every year we start to see patterns in what works, what doesn't, and what audiences actually remember.

Check out what a few experts from our marketing teams predict might show up this Sunday during the commercial breaks.

Interested in learning more? Check out https://hubs.ly/Q0414NVt0",,0,"02/05/2026 10:23",N/A,https://www.facebook.com/impactmybiz/posts/pfbid0ZVXAFy9xropV8zA7pW4A4caSgeRvfXy8TwpEhdEtetcK2U8LzdtkisBJhR93BiB7l,0,0,Photos,,,,,Lifetime,132,97,2,2,0,0,3,,3,,,,,,,
1341952464620465,100064171711579,"Impact Networking","Great businesses aren’t built on processes or technology alone. They’re built by great people. Juan Valerio, CEO of Mi Costeñita, shares why working with a partner who values their people makes all the difference. Hear from other clients at http://im","Great businesses aren’t built on processes or technology alone. They’re built by great people.
 
Juan Valerio, CEO of Mi Costeñita, shares why working with a partner who values their people makes all the difference.
 
Hear from other clients at https://hubs.ly/Q0416RKD0",53,"02/04/2026 08:30",N/A,https://www.facebook.com/impactmybiz/videos/1425836929126001/,0,0,Videos,,,,,Lifetime,196,104,3,3,0,0,2,2,,,,910.996,5.915,0.01,10,1
1340973434718368,100064171711579,"Impact Networking","Join our AI experts—Anna DeGiulio, Senior AI Product Manager, and Mike Noonan, Principal AI Consultant—for an honest conversation about the moment organizations stop viewing AI as a productivity shortcut and start using it as a source of insight and b","Join our AI experts—Anna DeGiulio, Senior AI Product Manager, and Mike Noonan, Principal AI Consultant—for an honest conversation about the moment organizations stop viewing AI as a productivity shortcut and start using it as a source of insight and better decision-making.

It's all happening Wednesday, February 18th at 11am CT. Grab your spot at https://hubs.ly/Q0416X270

#AIWebinar #AI #AITips",43,"02/03/2026 09:00",N/A,https://www.facebook.com/impactmybiz/videos/1641419017239707/,0,0,Videos,,,,,Lifetime,115,104,3,3,0,0,6,6,,,,855.373,8.146,0,0,0
1337742261708152,100064171711579,"Impact Networking","AI transformation doesn’t fail because the technology isn’t ready. It fails because organizations underestimate change management. The tools aren’t the hard part. The hard part is getting people to actually use them. You can roll out the most powerf","AI transformation doesn’t fail because the technology isn’t ready.
 
It fails because organizations underestimate change management.
 
The tools aren’t the hard part. The hard part is getting people to actually use them.
 
You can roll out the most powerful AI tools on the market, but if they don’t clearly remove friction from someone’s workflow, adoption will stall. Every time.
 
The organizations seeing success with AI aren’t chasing trends. They’re intentionally designing solutions around how work actually gets done.
 
See how AI can transform your business at https://hubs.ly/Q0412KsQ0",61,"01/30/2026 08:37",N/A,https://www.facebook.com/impactmybiz/videos/1240281561374068/,0,0,Videos,,,,,Lifetime,85,72,0,0,0,0,2,2,,,,432.917,5.93,0,0,0
1335988448550200,100064171711579,"Impact Networking","Here's the thing: CMMC isn't just an IT framework; it's a business strategy that defines WHO you can work with and HOW clients trust you. 

With the assessment process taking up to two years, proactive organizations are tightening their security protocols now to stay ahead.

If being CMMC compliant is part of your long-term business strategy, this checklist can get you started today. Download it at https://hubs.ly/Q040zH6z0",,0,"01/28/2026 08:30",N/A,https://www.facebook.com/impactmybiz/posts/pfbid034AgSxQkhQVmzTmWxo4qdcduRiNuCDJWdL8w1HjNZgbJy2AzjJvXKYyYPixWLaqrXl,0,0,Photos,,,,,Lifetime,481,283,16,14,1,1,11,8,3,,,,,,,
1335149265300785,100064171711579,"Impact Networking","AI this. AI that. How do you know what REALLY matters among all the AI chaos? AI isn’t magic, and it isn’t a threat...so, what is it? What the stats say might be surprising... See for yourself. Check out https://www.impactmybiz.com/ai-consulting/","AI this. AI that. How do you know what REALLY matters among all the AI chaos?

AI isn’t magic, and it isn’t a threat...so, what is it? What the stats say might be surprising...

See for yourself. Check out https://hubs.ly/Q040njNT0",39,"01/27/2026 09:30",N/A,https://www.facebook.com/impactmybiz/videos/2116499392517788/,0,0,Videos,,,,,Lifetime,202,192,5,5,0,0,4,4,,,,1448.865,7.917,0,0,0
1329937639155281,100064171711579,"Impact Networking","Here’s an uncomfortable truth about AI: automating a bad process doesn’t magically make it good. The real opportunity with AI isn’t automating every task in sight, it’s stepping back and asking better questions. How does work actually get done her","Here’s an uncomfortable truth about AI: automating a bad process doesn’t magically make it good.

The real opportunity with AI isn’t automating every task in sight, it’s stepping back and asking better questions.

How does work actually get done here?

Which processes exist out of habit instead of necessity?

And what happens when AI becomes a partner instead of something just tacked on?

When AI is applied with intention, it doesn’t just make work faster.
It makes work smarter.

How is your organization approaching AI right now?

If you’re ready to rethink it, learn more at https://hubs.ly/Q03_KmH60",79,"01/21/2026 09:09",N/A,https://www.facebook.com/impactmybiz/videos/2053944221841736/,0,0,Videos,,,,,Lifetime,101,92,0,0,0,0,0,,,,,631.518,7.429,0,0,0
1329059195909792,100064171711579,"Impact Networking","The Edge is worth raising a glass to. Our business insights newsletter breaks down tech, leadership, and trends all in one place, so you don't have to drown your inbox anymore. Best part... it's an easy read in 3 minutes or less. Head to https://www.impa","The Edge is worth raising a glass to. 

Our business insights newsletter breaks down tech, leadership, and trends all in one place, so you don't have to drown your inbox anymore.

Best part... it's an easy read in 3 minutes or less.

Head to https://hubs.ly/Q03_cJ6k0 to subscribe. You deserve a newsletter that respects your time.",3,"01/20/2026 08:35",N/A,https://www.facebook.com/impactmybiz/videos/1918213068767265/,0,0,Videos,,,,,Lifetime,192,109,0,0,0,0,0,,,,,322.676,3.044,0,0,0
1325105316305180,100064171711579,"Impact Networking","Many teams use AI, but very few feel confident they use it well.

In our upcoming webinar, our experts talk about the moment when AI stops being ""just another tool"" and starts helping teams make better decisions.

Join Anna DeGiulio, Senior AI Product Manager, and Mike Noonan, Principal AI Consultant, for a practical conversation on what that shift looks like and a live reflection on where your organization truly stands with AI.

It's all happening Wednesday, February 18th at 11am CT. Grab your spot at https://hubs.ly/Q03-H7hJ0
#AIWebinar #AI #AITips",,0,"01/15/2026 08:00",N/A,https://www.facebook.com/impactmybiz/posts/pfbid032UVzNycCxpuKjQqA9XopDxvnDQoKyP5rJk6YZpHDk7QUnCSqrY7EBwnNCgceeTyxl,0,0,Photos,,,,,Lifetime,179,129,3,3,0,0,3,3,,,,,,,,
1324274403054938,100064171711579,"Impact Networking","AI isn't magic. It's a tool. And the real opportunity with AI is the strategy behind it, which is why our experts approach AI with process in mind first. They’ve been helping businesses rethink how work gets done for almost two and a half decades, two o","AI isn't magic. It's a tool. 
 
And the real opportunity with AI is the strategy behind it, which is why our experts approach AI with process in mind first. 
 
They’ve been helping businesses rethink how work gets done for almost two and a half decades, two of which were spent applying AI inside our own operations before bringing it to you.
 
Real results come from understanding your processes, your people, and where tech can actually support better decisions.
 
If you’re exploring AI but unsure where to get started, head to https://hubs.ly/Q03-GNp-0 and learn more.",70,"01/14/2026 07:30",N/A,https://www.facebook.com/impactmybiz/videos/1209428940643604/,0,0,Videos,,,,,Lifetime,181,187,6,6,0,0,3,3,,,,1519.628,9.045,0,0,0
1322809916534720,100064171711579,"Impact Networking","Successful teams are built when everyone feels aligned and heard. The moment conversations slip into side groups and “he said/she said,” trust starts shrinking. If your teams start to split, it's time to hit pause ⏸️, rewind ⏪, and realign. 🤝","Successful teams are built when everyone feels aligned and heard. The moment conversations slip into side groups and “he said/she said,” trust starts shrinking.

If your teams start to split, it's time to hit pause ⏸️, rewind ⏪, and realign. 🤝 

If this resonates, there's a full conversation that breaks down strategies behind building strong, fully-aligned teams on our LinkedIn page. Check it out at https://bit.ly/3N5mFfI",38,"01/12/2026 08:00",N/A,https://www.facebook.com/impactmybiz/videos/746130031410465/,0,0,Videos,,,,,Lifetime,122,128,2,2,0,0,3,3,,,,785.501,7.14,0,0,0
1318216740327371,100064171711579,"Impact Networking","""Grow the business"" sounds simple... until you look under the surface.

Most of the hard work is invisible and most of the progress happens long before the big wins.

If business growth is a goal of yours in 2026, know that you don't have to do it all alone. There are partners, frameworks, and support systems designed to make the weight lighter.

We're here to make growth easier for you in the new year. Just head to https://hubs.ly/Q03Z7SY20 and get started",,0,"01/06/2026 07:30",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02yG5ZNFv25JLgvUH53ts9vYhweHinYryi96ZYewQmeHmiJKA9b4oytpkAptU5TWMwl,0,0,Photos,,,,,Lifetime,1071,530,21,16,1,4,4,2,2,,,,,,,
